BioProject_ID,SRA_ID,Strain,Genotype,Abx_Marker,Variant_Phenotype,Medium,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA496467,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP165737,PAO1,"delta-mvfR, delta-rhlR, delta-qscR",NA,Knockout,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA488829,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP159291,Clinical Isolates,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA504405,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP168022,PAO1,delta-vreR,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA494880,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP163899,PAO1,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA504872,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP168376,Other Species,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA504872,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP168376,PAO1,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA508412,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP172498,PAO1,delta-PA2076 (delta-odsR),NA,Knockout,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA299113,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP064955,Other Species,"expressing WT endolysin, expressing mutant endolysin",NA,Other,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA299113,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP064955,PAO1,"expressing WT endolysin, expressing mutant endolysin",NA,Other,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA449493,NA,PAO1,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA449493,NA,PA14,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415714,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP121405,PAO1,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415714,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP121405,Other,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA415714,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP121405,Other,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384725,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP105407,PAO1,pa0336,NA,Other,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA343895,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP090296,PA14,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA257669,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP045313,PAO1,delta-znuA,NA,Knockout,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA190894,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP018866,PAO1,"delta-parS, delta-parR mutant",NA,Knockout,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA307608,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP068065,PAO1,delta-gcsR,NA,Knockout,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA238880,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP038697,PA14,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA269980,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP051048,PA14,"WT overexpressing polyhistidine-tagged phoB, delta-phoB, tctD transposon mutant",NA,Overproducer,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA238222,NA,PA14,"harboring a plasmid encoding for the polyhistidine-tagged sigma factor gene, AlgU_empty_vector, delta-AlgU, AlgU_overexpressed, FecI_empty_vector, delta-FecI, FecI_overexpressed, FliA_empty_vector, delta-FliA, FliA_overexpressed, FpvI_empty_vector, delta-FpvI, FpvI_overexpressed, PvdS_empty_vector, delta-PvdS, PvdS_overexpressed, RpoN_empty_vector, delta-RpoN, RpoN_overexpressed, RpoS_empty_vector, delta-RpoS, RpoS_overexpressed, SigX_empty_vector, delta-SigX, SigX_overexpressed",NA,"Knockout, Overproducer",Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA238222,NA,PA14,"harboring a plasmid encoding for the polyhistidine-tagged sigma factor gene, RpoH_empty_vector, RpoH_overexpressed, delta-RpoN, delta-SigX",NA,"Knockout, Overproducer",Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA238229,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP037771,PA14,"AlgU_empty_vector, delta-AlgU, AlgU_overexpressed, FecI_empty_vector, delta-FecI, FecI_overexpressed, FecI2_empty_vector, FecI2_overexpressed, FliA_empty_vector, delta-FliA, FliA_overexpressed, FpvI_empty_vector, delta-FpvI, FpvI_overexpressed, PvdS_empty_vector, delta-PvdS, PvdS_overexpressed, PvdS_wildtype, RpoN_empty_vector, delta-RpoN, RpoN_overexpressed, RpoS_empty_vector, delta-RpoS, RpoS_overexpressed, SigX_empty_vector, delta-SigX, SigX_overexpressed",NA,"Knockout, Overproducer",Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA238229,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP037771,PA14,"RpoH_empty_vector, RpoH_overexpressed, delta-RpoN, delta-SigX",NA,"Knockout, Overproducer",Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA273872,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP052915,PA14,WT-pMQ72. delta-bqsR-pMQ72,NA,Knockout,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA252432,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP043109,PA14,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA252432,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP043109,PA14,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA252432,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP043109,Other Species,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA252432,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP043109,PA14,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA252740,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP043218,PAO1,NA,NA,NA,Other,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA252740,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP043218,PAO1,NA,NA,NA,Other,,
https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA448450,NA,PA14,lolB-,NA,NA,PIA,,
https://www.ncbi.nlm.nih.gov/bioproject/PRJNA528963/,NA,PA14,NA,NA,NA,Other,,
https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA293284,NA,PA14,NA,NA,NA,SCFM,,
https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA588274,NA,Clinical Isolates,NA,NA,NA,SCFM,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA432618,NA,PA14,NA,NA,NA,SCFM,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA432618,NA,PA14,NA,NA,NA,SCFM,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA292399,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP062215,PAO1,Derivative of P. aeruginosa MPAO1-contains pel and psl unmarked deletions,NA,Knockout,SCFM,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA643216,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP269357,PAO1,NA,NA,NA,TSB,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA626622,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP257531,PAO1,NA,NA,NA,TSB,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA390267,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP109097,PAO1,NA,NA,NA,TSB,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA320399,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP074292,PA14,NA,NA,NA,TSB,,
BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA296610,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP063996,PAO1,NA,NA,NA,TSB,,
https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB13937,NA,PA14,NA,NA,NA,TSB,,
